name,country,state,age,os,is_rich,is_insane,is_nice,reason
Wendy Stevens,benin,kansas,43,mac,no,for sure,yes,Mac felt more premium while dealing with may
William Butler,greenland,north carolina,69,linux,no,no,yes,Believes linux improves walk and reliability
João Guilherme Oliveira,chile,oregon,43,windows,just crazy,no,yes,Windows provides better anything support according to Else interesting yes onto fire.
Andrew Huff,belarus,south dakota,63,linux,no,for sure,yes,Believes linux improves seat and reliability
Lívia Almeida,brazil,goiás,35,windows,Believe so,no,yes,Uses windows for improved strong and more store workflows
Matthew West,guinea-bissau,illinois,64,mac,yes,yes,yes,"Believes mac helps with least, for some reason"
Jeremy Alexander DVM,solomon islands,connecticut,39,linux,Believe so,no,yes,Believes linux improves official and reliability
Vitor Gabriel Dias,brazil,acre,20,windows,yes,no,yes,Feels more productive on windows while handling other
Charles Howard,brazil,roraima,28,windows,not at all,couldn't be more lucid,yes,Feels more productive on windows while handling office
Bento Viana,papua new guinea,washington,46,linux,just crazy,no,yes,Linux chosen for our efficiency and stability
Rachel Long,congo,arizona,46,mac,yes,for sure,yes,"Believes mac helps with east, for some reason"
Heather Miller,wallis and futuna,ohio,25,windows,yes,couldn't be more lucid,yes,Windows provides better official support according to Send yeah with career air.
Ravi Gonçalves,china,mississippi,54,windows,just crazy,no,yes,Feels more productive on windows while handling wife
Tina Martinez,brazil,minas gerais,18,mac,not at all,yes,yes,Uses mac due to Former college clearly believe common.
Kenneth Thompson,brazil,santa catarina,44,windows,no,no,yes,Windows tooling fits the current describe stack
Julia Sousa,spain,iowa,24,linux,yes,no,yes,Uses linux because Go learn protect particular field person final space.
Gary Walker,panama,indiana,34,windows,yes,no,yes,Uses windows for improved food and more ok workflows
Gina Lynch,guinea,alaska,33,linux,just crazy,couldn't be more lucid,yes,Linux chosen for today efficiency and stability
Miss Theresa Herman,bahrain,tennessee,70,linux,just crazy,couldn't be more lucid,yes,Believes linux improves work and reliability
Christina Johnson,saint martin,tennessee,21,windows,no,no,yes,Windows provides better bill support according to Want peace would.
Thiago Cunha,saint vincent and the grenadines,ohio,43,mac,just crazy,for sure,sometimes,Mac seemed like a good idea after Feeling pattern well likely.
Cheryl Pugh,brazil,ceará,65,linux,yes,couldn't be more lucid,yes,Uses linux because Response house put third senior.
Sr. João Vitor Correia,papua new guinea,indiana,32,linux,just crazy,yes,yes,Linux chosen for billion efficiency and stability
Maria Vitória Rios,cape verde,wyoming,33,mac,no,for sure,yes,Uses mac due to Source guy staff book building.
Joe Mcclain,nauru,louisiana,63,linux,Believe so,no,yes,Believes linux improves score and reliability
Christian Johnson,senegal,nevada,37,mac,not at all,for sure,yes,"Believes mac helps with attention, for some reason"
Jade Campos,brazil,paraná,26,windows,not at all,no,no,Windows tooling fits the current much stack
Susan Graham,syrian arab republic,georgia,29,linux,no,couldn't be more lucid,yes,Linux chosen for lose efficiency and stability
Cameron Marshall,cameroon,oregon,70,windows,no,couldn't be more lucid,yes,Windows tooling fits the current position stack
Mrs. Megan Wright,estonia,wyoming,21,windows,yes,yes,no,Feels more productive on windows while handling well
Pamela Brown,serbia,rhode island,46,mac,Believe so,yes,yes,Mac seemed like a good idea after Plan low.
Sarah Lee,brazil,rondônia,25,windows,not at all,couldn't be more lucid,yes,Windows tooling fits the current early stack
Nicole Pacheco,brazil,goiás,22,linux,yes,no,yes,Believes linux improves interesting and reliability
Sra. Maria Luiza Montenegro,spain,missouri,53,windows,just crazy,for sure,no,Windows tooling fits the current establish stack
Frank Watson,bulgaria,idaho,28,windows,yes,no,yes,Windows provides better cold support according to Shoulder consider reason.
Patrick Dunlap,niger,utah,18,mac,not at all,yes,yes,"Believes mac helps with nice, for some reason"
Camila Barros,korea,colorado,37,mac,just crazy,for sure,no,Uses mac due to Population environment talk section certain happy.
Lara Andrade,niger,wyoming,40,mac,just crazy,yes,yes,"Believes mac helps with within, for some reason"
Scott Collins,brazil,tocantins,44,linux,Believe so,couldn't be more lucid,yes,Believes linux improves adult and reliability
David Marquez,malawi,maryland,29,mac,no,yes,no,Uses mac due to Include history child smile check right office us person.
Michelle Cook,seychelles,arkansas,44,windows,no,couldn't be more lucid,yes,Feels more productive on windows while handling boy
Brandy Shaw,belarus,washington,44,mac,yes,for sure,yes,Chose mac because the member hardware felt inspiring during tend
Maria Sophia Lima,bolivia,mississippi,69,mac,Believe so,for sure,yes,Chose mac because the single hardware felt inspiring during return
Martin Williams,slovenia,hawaii,24,mac,not at all,yes,yes,Mac seemed like a good idea after No can thank talk.
Ana Júlia Sampaio,germany,michigan,62,mac,not at all,for sure,yes,Uses mac due to Chance activity thought person political early.
Gustavo Henrique da Cruz,brazil,rondônia,28,windows,not at all,no,yes,Feels more productive on windows while handling late
Donna Whitaker,russian federation,pennsylvania,21,windows,yes,yes,no,Uses windows for improved charge and more future workflows
Ian Campos,comoros,maryland,22,windows,yes,for sure,no,Uses windows for improved check and more decade workflows
Candice Brown,saint lucia,california,68,mac,not at all,for sure,yes,Mac felt more premium while dealing with himself
Paula Leach,saint helena,alaska,18,mac,not at all,yes,yes,Chose mac because the toward hardware felt inspiring during themselves
Daniel Baker,bolivia,texas,67,windows,yes,no,no,Windows tooling fits the current her stack
Ana Vitória Pastor,cook islands,idaho,27,linux,Believe so,couldn't be more lucid,yes,Uses linux because Concern everybody study third whose how specific.
Andrew Porter,latvia,new hampshire,63,mac,not at all,yes,yes,Mac seemed like a good idea after Age moment.
João Gabriel Carvalho,zambia,oklahoma,36,windows,no,couldn't be more lucid,yes,Feels more productive on windows while handling just
Daniel Butler,brazil,tocantins,41,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over price and system behavior
Enrico Fonseca,brazil,rio grande do sul,67,mac,no,yes,yes,Mac felt more premium while dealing with however
Mrs. Tiffany Harrison,argentina,minnesota,61,linux,not at all,no,yes,Linux chosen for series efficiency and stability
Timothy Reynolds,brazil,espírito santo,24,mac,just crazy,for sure,yes,Uses mac due to Get young officer perform coach cell away include that.
Francisco da Mata,brazil,rondônia,56,linux,no,no,yes,Uses linux because Research TV off mouth follow only.
Julia Rodriguez,niue,south dakota,58,windows,yes,couldn't be more lucid,yes,Feels more productive on windows while handling sometimes
Brianna Hickman,brazil,mato grosso do sul,58,windows,Believe so,no,yes,Feels more productive on windows while handling simple
Jade Cardoso,gabon,new mexico,52,mac,Believe so,yes,yes,"Believes mac helps with city, for some reason"
Thomas Ray,spain,illinois,48,windows,just crazy,couldn't be more lucid,yes,Windows provides better off support according to Can produce.
Elizabeth Johns,reunion,ohio,28,linux,not at all,couldn't be more lucid,yes,Linux gives more control over health and system behavior
Gerald Morris,singapore,georgia,24,windows,just crazy,for sure,no,Uses windows for improved might and more investment workflows
Joshua Howard,somalia,kentucky,59,mac,not at all,for sure,yes,Uses mac due to Degree generation bring offer blood.
Milena Lopes,brazil,sergipe,38,windows,Believe so,no,yes,Windows tooling fits the current eye stack
Thomas Castro,micronesia,montana,68,windows,Believe so,couldn't be more lucid,yes,Uses windows for improved enough and more anyone workflows
Bruna da Conceição,brazil,tocantins,44,mac,no,yes,sometimes,Mac felt more premium while dealing with develop
Melissa Lopes,brazil,tocantins,30,windows,not at all,no,yes,Feels more productive on windows while handling knowledge
Cindy Burch,brazil,tocantins,19,linux,no,for sure,yes,Uses linux because Image school week far reveal sound interest ground soon.
Marie Roberson,brazil,amazonas,41,mac,yes,yes,yes,Chose mac because the want hardware felt inspiring during with
Paula Johnson,brazil,paraíba,64,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over consumer and system behavior
Henry Nogueira,kenya,nebraska,41,linux,yes,couldn't be more lucid,yes,Believes linux improves allow and reliability
Pamela Turner,holy see (vatican city state),michigan,66,linux,Believe so,no,yes,Uses linux because Nation important summer past include.
Christopher Williams,indonesia,nevada,37,windows,Believe so,for sure,no,Uses windows for improved and and more beyond workflows
Joyce Watson,french polynesia,louisiana,18,mac,no,for sure,no,Uses mac due to Couple future police thing some.
Arthur Miguel da Cruz,hong kong,michigan,18,linux,no,no,yes,Linux gives more control over loss and system behavior
Benjamin Siqueira,brazil,amazonas,20,mac,no,for sure,yes,"Believes mac helps with conference, for some reason"
Natalie Santiago,brazil,bahia,26,linux,Believe so,couldn't be more lucid,yes,Uses linux because Course specific man feeling final remain party end.
Emilly da Costa,ecuador,nebraska,68,mac,Believe so,yes,yes,Mac felt more premium while dealing with care
Loretta Martin,oman,kansas,24,mac,not at all,yes,yes,Uses mac due to Maintain local guy their per decide water.
Sr. Yago da Conceição,falkland islands (malvinas),vermont,45,windows,Believe so,no,yes,Uses windows for improved body and more spend workflows
Daniel Glenn,belgium,south dakota,49,mac,not at all,yes,yes,"Believes mac helps with school, for some reason"
Joshua Wright,madagascar,oklahoma,41,windows,Believe so,no,yes,Feels more productive on windows while handling consumer
Jodi Jones,macao,nebraska,69,linux,yes,couldn't be more lucid,yes,Linux chosen for ahead efficiency and stability
Kenneth Holder,bhutan,connecticut,39,linux,not at all,for sure,yes,Linux chosen for among efficiency and stability
Ana Laura Sales,brazil,roraima,69,linux,just crazy,no,yes,Linux gives more control over tree and system behavior
Manuela Lopes,swaziland,kansas,35,windows,yes,couldn't be more lucid,yes,Feels more productive on windows while handling mouth
Catarina Carvalho,ghana,alabama,33,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current understand stack
Sra. Elisa Brito,senegal,colorado,64,linux,yes,no,yes,Uses linux because All place standard former team many.
Sophia Ferreira,bermuda,pennsylvania,33,linux,no,no,yes,Believes linux improves dog and reliability
Jimmy Cook,brazil,pernambuco,42,windows,yes,couldn't be more lucid,no,Feels more productive on windows while handling financial
Sherry Martinez,aruba,iowa,45,mac,just crazy,for sure,yes,"Believes mac helps with cover, for some reason"
Jennifer Durham,anguilla,connecticut,58,linux,just crazy,no,yes,Uses linux because Time difficult throw ability recognize agreement land especially center.
Alana Silva,brazil,santa catarina,69,windows,yes,no,yes,Uses windows for improved interview and more road workflows
Alicia Nelson,bhutan,washington,53,mac,not at all,for sure,no,Mac seemed like a good idea after Art speech voice western.
Sheila Ramirez,brazil,amapá,57,mac,no,for sure,sometimes,Mac felt more premium while dealing with wish
Sabrina Alves,brazil,roraima,70,mac,no,for sure,yes,"Believes mac helps with out, for some reason"
Timothy Jones,brazil,minas gerais,35,mac,yes,yes,yes,Chose mac because the avoid hardware felt inspiring during open
Richard Lewis,luxembourg,ohio,44,mac,not at all,for sure,yes,Uses mac due to Outside easy bring law.
