name,country,state,age,os,is_rich,is_insane,is_nice,reason
Benício Ramos,turkey,vermont,45,mac,Believe so,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Luiz Felipe Pinto,norway,florida,49,mac,just crazy,for sure,no,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Luiz Miguel da Mata,brazil,mato grosso,65,mac,just crazy,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Benjamin Watson,israel,indiana,47,mac,just crazy,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Robert Sandoval,lao people's democratic republic,wyoming,70,mac,yes,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Victoria Estes,yemen,hawaii,54,mac,yes,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Srta. Ester Ribeiro,france,ohio,49,mac,Believe so,for sure,sometimes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Diogo Novaes,saint martin,washington,66,mac,yes,yes,sometimes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Joshua Waters,montserrat,south dakota,70,mac,Believe so,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Maria Eduarda Machado,saint barthelemy,new york,65,mac,no,for sure,no,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Lara Duarte,cameroon,maine,43,mac,yes,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Alexis Martinez,brazil,acre,43,mac,just crazy,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Anthony Marshall,saint pierre and miquelon,new hampshire,19,mac,yes,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Camila Nunes,kuwait,hawaii,61,mac,Believe so,for sure,sometimes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Luara Cavalcanti,dominican republic,louisiana,62,mac,not at all,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
David Stevens,angola,maine,66,mac,just crazy,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Ana Laura Ribeiro,benin,rhode island,18,mac,not at all,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Katherine Russell,new caledonia,arkansas,58,mac,yes,for sure,no,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Wendy Stout,brazil,mato grosso do sul,21,mac,no,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Autumn Bradley,palau,illinois,25,mac,not at all,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Brenda Hernandez,ethiopia,north carolina,70,mac,not at all,yes,no,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Brian Ryan,brazil,rio de janeiro,25,mac,not at all,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Shaun Conner,iraq,new york,49,mac,no,yes,no,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Penny Serrano,brazil,piauí,23,mac,just crazy,for sure,sometimes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Kaique Pinto,brazil,paraíba,37,mac,just crazy,for sure,sometimes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Darrell Jordan,brazil,santa catarina,44,mac,yes,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Danielle Nunez,guernsey,indiana,25,mac,no,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Benicio Moraes,brazil,sergipe,53,mac,no,for sure,no,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Caitlin Jenkins,romania,indiana,48,mac,no,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Júlia Nunes,czech republic,idaho,21,mac,yes,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Philip Adams,brazil,amapá,55,mac,not at all,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Kimberly Hudson,qatar,michigan,35,mac,no,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Shannon Jefferson,cameroon,maine,21,mac,yes,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Alicia Hudson,serbia,oregon,43,mac,no,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Levi Araújo,antarctica (the territory south of 60 deg s),georgia,33,mac,Believe so,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Miguel Rios,serbia,south dakota,30,mac,yes,for sure,no,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Monica Garrison,congo,ohio,35,mac,just crazy,yes,sometimes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Christopher Nichols,sao tome and principe,rhode island,56,mac,just crazy,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
João Santos,slovakia (slovak republic),colorado,44,mac,no,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Shannon Collins,cambodia,massachusetts,44,mac,just crazy,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Teresa Robinson,holy see (vatican city state),california,25,mac,yes,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Jessica Reyes,united arab emirates,arkansas,19,mac,Believe so,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
Liam Fonseca,brazil,paraná,19,mac,yes,for sure,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
James Bailey,paraguay,oklahoma,67,mac,not at all,yes,yes,I like the freedom of buying and installing third-party softwares for basic things that any O.S should be capable of
